[--] ----------------------------------------------
[--] CANreal Save Frames Header (created)
[--] ----------------------------------------------
[F1] Source:                  	C:\Users\Pi\Desktop\CySkinDLL\CAN_packets.csplog
[F2] Split file series:       	CAN_packets.csplog
[F3] File serial number:      	n/a
[F4] Id-Description file:     	<none>
[F5] Header type:             	0
[F6] Header length:           	2093
[F7] File date:               	26.11.2016
[F8] File time:               	07:33:07
[S1] Hardware:                	1000
[S2] Driver:                  	2609
[S3] Firmware:                	1100
[S5] dll:                     	4808
[S6] Board:                   	CAN_USB2
[S7] status:                  	00000000
[S8] OS:                      	Windows 7 Service Pack 1 (6,1,7601,2,[Service Pack 1])
[S9] CANreal:                 	8.23
[SA] Features:                	0972 (2b Ts Lo St )
[SB] HW Time stamps:          	resolution 1.000 MHz <> 1000.000 nsec (OK)
[SC] Controller:              	LPC,60.0 MHz
[SD] Board serial:            	HI005033
[C1] Net number:              	0
[C2] Baud:                    	1000
[C3] 29-bit-Ids:              	1 - enabled
[T0] Start trigger:           	none
[T1] End   trigger:           	none
[C4] Id-Area:                 	0000-2047 ($000-$7FF)
[C6] Baud details:            	1000.00 kBit/s+0.00% Table-Index[0],TSEG[17/3],SJW[0],FLAGS[0 hex]
[--] ----------------------------------------------
[--] Frame_Number	Trigger	Absolute_Time	Msec	Relative_Time		CAN_Id_dec	CAN_Id_hex	Attributes	Length	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
[--]     Num	Trig	     Abs	Msec	            Rel		     IdDec	     IdHex	Attr	Len	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
         662	    	07:31:53	393.660	          0.105		      1025	       401	      	  7	27	65	28	92	28	6D	6B	  	'e(í(mk 	
         663	    	07:31:53	393.776	          0.116		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
         664	    	07:31:53	393.889	          0.113		       513	       201	      	  8	27	3B	B1	84	25	44	25	DD	';±Ñ%D%›	
         665	    	07:31:53	394.025	          0.136		       513	       201	      	  8	28	A9	29	BA	27	60	27	A8	(©)∫'`'®	
         666	    	07:31:53	394.140	          0.115		       513	       201	      	  8	28	F3	28	0A	26	4D	27	71	(Û(_&M'q	
         667	    	07:31:53	394.213	          0.073		      1025	       401	      	  3	29	9C	C5	  	  	  	  	  	)ú≈     	
         668	    	07:31:53	440.919	         46.706		       257	       101	      	  8	43	BC	00	00	B3	0D	28	89	Cº__≥_(â	
         669	    	07:31:53	441.049	          0.130		       513	       201	      	  8	28	08	27	5E	27	63	29	0B	(_'^'c)_	
         670	    	07:31:53	441.164	          0.115		       513	       201	      	  8	26	16	27	04	26	BF	26	D5	&_'_&ø&’	
         671	    	07:31:53	441.282	          0.118		       513	       201	      	  8	28	56	28	6E	B2	F9	27	80	(V(n≤˘'Ä	
         672	    	07:31:53	441.397	          0.115		       513	       201	      	  8	27	2D	26	B8	26	B8	28	EE	'-&∏&∏(Ó	
         673	    	07:31:53	441.525	          0.128		       513	       201	      	  8	25	D5	26	D0	26	52	26	84	%’&–&R&Ñ	
         674	    	07:31:53	441.639	          0.114		       513	       201	      	  8	28	66	27	E7	AD	E2	28	87	(f'Á≠‚(á	
         675	    	07:31:53	441.753	          0.114		       513	       201	      	  8	26	F9	2A	5E	28	97	27	AA	&˘*^(ó'™	
         676	    	07:31:53	441.870	          0.117		       513	       201	      	  8	27	C0	25	7F	25	2B	26	03	'¿%%+&_	
         677	    	07:31:53	441.985	          0.115		       513	       201	      	  8	27	73	30	C0	B2	BD	26	D0	's0¿≤Ω&–	
         678	    	07:31:53	442.124	          0.139		       513	       201	      	  8	26	DF	28	EE	29	B4	27	D9	&ﬂ(Ó)¥'Ÿ	
         679	    	07:31:53	442.239	          0.115		       513	       201	      	  8	27	AB	25	5A	24	45	28	71	'´%Z$E(q	
         680	    	07:31:53	442.360	          0.121		       513	       201	      	  8	27	A8	26	DB	AE	89	28	93	'®&€Æâ(ì	
         681	    	07:31:53	442.471	          0.111		       513	       201	      	  8	27	5C	2A	B9	29	00	28	27	'\*π)_('	
         682	    	07:31:53	442.586	          0.115		       513	       201	      	  8	28	36	26	C9	26	2D	26	09	(6&…&-&_	
         683	    	07:31:53	442.725	          0.139		       513	       201	      	  8	27	73	2F	F3	B2	9B	26	FC	's/Û≤õ&¸	
         684	    	07:31:53	442.840	          0.115		       513	       201	      	  8	26	2A	28	E9	26	FA	27	E2	&*(È&˙'‚	
         685	    	07:31:53	442.953	          0.113		       513	       201	      	  8	27	AD	25	64	25	C9	28	86	'≠%d%…(Ü	
         686	    	07:31:53	443.068	          0.115		       513	       201	      	  8	24	2A	27	59	B2	9D	26	31	$*'Y≤ù&1	
         687	    	07:31:53	443.181	          0.113		       513	       201	      	  8	26	29	28	AF	27	3A	27	47	&)(Ø':'G	
         688	    	07:31:53	443.295	          0.114		       513	       201	      	  8	27	9D	28	71	25	49	26	64	'ù(q%I&d	
         689	    	07:31:53	443.426	          0.131		       513	       201	      	  8	27	D9	26	E2	B2	70	26	88	'Ÿ&‚≤p&à	
         690	    	07:31:53	443.540	          0.114		       513	       201	      	  8	26	E2	29	42	29	E8	27	B0	&‚)B)Ë'∞	
         691	    	07:31:53	443.689	          0.149		      1025	       401	      	  7	27	65	28	92	28	6D	53	  	'e(í(mS 	
         692	    	07:31:53	443.761	          0.072		       257	       101	      	  8	43	20	07	09	28	E1	27	B8	C___(·'∏	
         693	    	07:31:53	443.876	          0.115		       513	       201	      	  8	27	3A	B1	83	25	43	25	E1	':±É%C%·	
         694	    	07:31:53	443.992	          0.116		       513	       201	      	  8	28	A6	29	BE	27	4D	27	A7	(¶)æ'M'ß	
         695	    	07:31:53	444.125	          0.133		       513	       201	      	  8	28	ED	28	0D	26	4C	27	6D	(Ì(_&L'm	
         696	    	07:31:53	444.198	          0.073		      1025	       401	      	  3	29	9A	99	  	  	  	  	  	)öô     	
         697	    	07:31:53	490.920	         46.722		       257	       101	      	  8	43	BC	00	00	B3	0B	28	88	Cº__≥_(à	
         698	    	07:31:53	491.047	          0.127		       513	       201	      	  8	28	07	27	60	27	64	29	0A	(_'`'d)_	
         699	    	07:31:53	491.162	          0.115		       513	       201	      	  8	26	15	27	03	26	BC	26	D4	&_'_&º&‘	
         700	    	07:31:53	491.278	          0.116		       513	       201	      	  8	28	56	28	6D	B2	FA	27	80	(V(m≤˙'Ä	
         701	    	07:31:53	491.393	          0.115		       513	       201	      	  8	27	2D	26	B7	26	B8	28	ED	'-&∑&∏(Ì	
         702	    	07:31:53	491.524	          0.131		       513	       201	      	  8	25	D5	26	D0	26	52	26	84	%’&–&R&Ñ	
         703	    	07:31:53	491.640	          0.116		       513	       201	      	  8	28	66	27	E7	AD	E3	28	86	(f'Á≠„(Ü	
         704	    	07:31:53	491.755	          0.115		       513	       201	      	  8	26	F9	2A	5E	28	96	27	AB	&˘*^(ñ'´	
         705	    	07:31:53	491.873	          0.118		       513	       201	      	  8	27	C0	25	7E	25	2B	26	03	'¿%~%+&_	
         706	    	07:31:53	491.988	          0.115		       513	       201	      	  8	27	74	30	C0	B2	BE	26	C6	't0¿≤æ&∆	
         707	    	07:31:53	492.122	          0.134		       513	       201	      	  8	26	E4	28	EB	29	C5	27	DB	&‰(Î)≈'€	
         708	    	07:31:53	492.237	          0.115		       513	       201	      	  8	27	A7	25	57	24	40	28	6B	'ß%W$@(k	
         709	    	07:31:53	492.351	          0.114		       513	       201	      	  8	27	A2	26	D5	AE	8A	28	93	'¢&’Æä(ì	
         710	    	07:31:53	492.470	          0.119		       513	       201	      	  8	27	5C	2A	B8	29	00	28	28	'\*∏)_((	
         711	    	07:31:53	492.587	          0.117		       513	       201	      	  8	28	37	26	C9	26	2C	26	08	(7&…&,&_	
         712	    	07:31:53	492.724	          0.137		       513	       201	      	  8	27	72	2F	F1	B2	9B	26	FD	'r/Ò≤õ&˝	
         713	    	07:31:53	492.839	          0.115		       513	       201	      	  8	26	2B	28	EA	26	FB	27	DD	&+(Í&˚'›	
         714	    	07:31:53	492.952	          0.113		       513	       201	      	  8	27	A6	25	5D	25	C7	28	87	'¶%]%«(á	
         715	    	07:31:53	493.066	          0.114		       513	       201	      	  8	24	2C	27	59	B2	9D	26	31	$,'Y≤ù&1	
         716	    	07:31:53	493.180	          0.114		       513	       201	      	  8	26	2D	28	B7	27	3D	27	47	&-(∑'='G	
         717	    	07:31:53	493.295	          0.115		       513	       201	      	  8	27	9C	28	70	25	49	26	63	'ú(p%I&c	
         718	    	07:31:53	493.423	          0.128		       513	       201	      	  8	27	DA	26	E2	B2	71	26	88	'⁄&‚≤q&à	
         719	    	07:31:53	493.538	          0.115		       513	       201	      	  8	26	E2	29	43	29	E8	27	B1	&‚)C)Ë'±	
         720	    	07:31:53	493.643	          0.105		      1025	       401	      	  7	27	65	28	91	28	6D	6A	  	'e(ë(mj 	
         721	    	07:31:53	493.758	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
         722	    	07:31:53	493.873	          0.115		       513	       201	      	  8	27	3A	B1	83	25	44	25	DE	':±É%D%ﬁ	
         723	    	07:31:53	493.987	          0.114		       513	       201	      	  8	28	A6	29	B9	27	4C	27	95	(¶)π'L'ï	
         724	    	07:31:53	494.125	          0.138		       513	       201	      	  8	28	E1	28	08	26	48	27	6D	(·(_&H'm	
         725	    	07:31:53	494.200	          0.075		      1025	       401	      	  3	29	99	17	  	  	  	  	  	)ô_     	
         726	    	07:31:53	540.918	         46.718		       257	       101	      	  8	43	BC	00	00	B3	0A	28	85	Cº__≥_(Ö	
         727	    	07:31:53	541.050	          0.132		       513	       201	      	  8	28	08	27	5F	27	63	29	0A	(_'_'c)_	
         728	    	07:31:53	541.165	          0.115		       513	       201	      	  8	26	16	27	05	26	BE	26	D4	&_'_&æ&‘	
         729	    	07:31:53	541.281	          0.116		       513	       201	      	  8	28	56	28	6E	B2	FA	27	80	(V(n≤˙'Ä	
         730	    	07:31:53	541.398	          0.117		       513	       201	      	  8	27	2D	26	B8	26	B8	28	ED	'-&∏&∏(Ì	
         731	    	07:31:53	541.521	          0.123		       513	       201	      	  8	25	D3	26	D0	26	52	26	84	%”&–&R&Ñ	
         732	    	07:31:53	541.635	          0.114		       513	       201	      	  8	28	66	27	E7	AD	E1	28	85	(f'Á≠·(Ö	
         733	    	07:31:53	541.751	          0.116		       513	       201	      	  8	26	F9	2A	5F	28	96	27	AB	&˘*_(ñ'´	
         734	    	07:31:53	541.869	          0.118		       513	       201	      	  8	27	C0	25	80	25	2B	26	01	'¿%Ä%+&_	
         735	    	07:31:53	541.989	          0.120		       513	       201	      	  8	27	74	30	C1	B2	C0	26	D2	't0¡≤¿&“	
         736	    	07:31:53	542.122	          0.133		       513	       201	      	  8	26	E1	28	EF	29	C7	27	DD	&·(Ô)«'›	
         737	    	07:31:53	542.239	          0.117		       513	       201	      	  8	27	A9	25	5C	24	44	28	6F	'©%\$D(o	
         738	    	07:31:53	542.348	          0.109		       513	       201	      	  8	27	A2	26	D8	AE	89	28	92	'¢&ÿÆâ(í	
         739	    	07:31:53	542.464	          0.116		       513	       201	      	  8	27	5D	2A	B9	29	00	28	27	']*π)_('	
         740	    	07:31:53	542.581	          0.117		       513	       201	      	  8	28	38	26	CA	26	2C	26	07	(8& &,&_	
         741	    	07:31:53	542.696	          0.115		       513	       201	      	  8	27	72	2F	F4	B2	9B	26	FA	'r/Ù≤õ&˙	
         742	    	07:31:53	542.824	          0.128		       513	       201	      	  8	26	2A	28	E9	26	FC	27	E1	&*(È&¸'·	
         743	    	07:31:53	542.938	          0.114		       513	       201	      	  8	27	B0	25	6A	25	CA	28	87	'∞%j% (á	
         744	    	07:31:53	543.051	          0.113		       513	       201	      	  8	24	2A	27	59	B2	9D	26	2D	$*'Y≤ù&-	
         745	    	07:31:53	543.164	          0.113		       513	       201	      	  8	26	25	28	B1	27	39	27	47	&%(±'9'G	
         746	    	07:31:53	543.278	          0.114		       513	       201	      	  8	27	9E	28	72	25	4B	26	64	'û(r%K&d	
         747	    	07:31:53	543.394	          0.116		       513	       201	      	  8	27	D9	26	E1	B2	70	26	88	'Ÿ&·≤p&à	
         748	    	07:31:53	543.522	          0.128		       513	       201	      	  8	26	E2	29	43	29	E8	27	B1	&‚)C)Ë'±	
         749	    	07:31:53	543.686	          0.164		      1025	       401	      	  7	27	64	28	92	28	6D	05	  	'd(í(m_ 	
         750	    	07:31:53	543.748	          0.062		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
         751	    	07:31:53	543.864	          0.116		       513	       201	      	  8	27	3B	B1	81	25	43	25	DD	';±Å%C%›	
         752	    	07:31:53	543.971	          0.107		       513	       201	      	  8	28	A6	29	BA	27	62	27	A8	(¶)∫'b'®	
         753	    	07:31:53	544.086	          0.115		       513	       201	      	  8	28	EB	28	0E	26	4B	27	6B	(Î(_&K'k	
         754	    	07:31:53	544.175	          0.089		      1025	       401	      	  3	29	9A	FC	  	  	  	  	  	)ö¸     	
         755	    	07:31:53	590.918	         46.743		       257	       101	      	  8	43	BC	00	00	B3	0B	28	88	Cº__≥_(à	
         756	    	07:31:53	591.048	          0.130		       513	       201	      	  8	28	08	27	5F	27	63	29	0B	(_'_'c)_	
         757	    	07:31:53	591.163	          0.115		       513	       201	      	  8	26	16	27	03	26	BE	26	D4	&_'_&æ&‘	
         758	    	07:31:53	591.281	          0.118		       513	       201	      	  8	28	56	28	6E	B2	F8	27	80	(V(n≤¯'Ä	
         759	    	07:31:53	591.398	          0.117		       513	       201	      	  8	27	2D	26	B8	26	B8	28	ED	'-&∏&∏(Ì	
         760	    	07:31:53	591.522	          0.124		       513	       201	      	  8	25	D5	26	D0	26	51	26	84	%’&–&Q&Ñ	
         761	    	07:31:53	591.638	          0.116		       513	       201	      	  8	28	67	27	E7	AD	E1	28	86	(g'Á≠·(Ü	
         762	    	07:31:53	591.753	          0.115		       513	       201	      	  8	26	F9	2A	5E	28	96	27	AC	&˘*^(ñ'¨	
         763	    	07:31:53	591.872	          0.119		       513	       201	      	  8	27	C0	25	81	25	28	26	03	'¿%Å%(&_	
         764	    	07:31:53	591.991	          0.119		       513	       201	      	  8	27	73	30	C0	B2	BF	26	D4	's0¿≤ø&‘	
         765	    	07:31:53	592.120	          0.129		       513	       201	      	  8	26	DC	28	F0	29	B4	27	D9	&‹()¥'Ÿ	
         766	    	07:31:53	592.241	          0.121		       513	       201	      	  8	27	AB	25	5A	24	43	28	6C	'´%Z$C(l	
         767	    	07:31:53	592.350	          0.109		       513	       201	      	  8	27	A3	26	DA	AE	89	28	92	'£&⁄Æâ(í	
         768	    	07:31:53	592.466	          0.116		       513	       201	      	  8	27	5D	2A	B9	29	00	28	27	']*π)_('	
         769	    	07:31:53	592.581	          0.115		       513	       201	      	  8	28	36	26	CA	26	2E	26	0B	(6& &.&_	
         770	    	07:31:53	592.721	          0.140		       513	       201	      	  8	27	72	2F	F2	B2	9A	26	FD	'r/Ú≤ö&˝	
         771	    	07:31:53	592.837	          0.116		       513	       201	      	  8	26	2B	28	EA	26	F9	27	DC	&+(Í&˘'‹	
         772	    	07:31:53	592.950	          0.113		       513	       201	      	  8	27	A5	25	5D	25	C9	28	85	'•%]%…(Ö	
         773	    	07:31:53	593.065	          0.115		       513	       201	      	  8	24	2A	27	59	B2	9C	26	31	$*'Y≤ú&1	
         774	    	07:31:53	593.179	          0.114		       513	       201	      	  8	26	2C	28	B6	27	3D	27	46	&,(∂'='F	
         775	    	07:31:53	593.292	          0.113		       513	       201	      	  8	27	9C	28	6F	25	49	26	62	'ú(o%I&b	
         776	    	07:31:53	593.423	          0.131		       513	       201	      	  8	27	D9	26	E1	B2	70	26	88	'Ÿ&·≤p&à	
         777	    	07:31:53	593.538	          0.115		       513	       201	      	  8	26	E2	29	43	29	E8	27	B1	&‚)C)Ë'±	
         778	    	07:31:53	593.643	          0.105		      1025	       401	      	  7	27	65	28	92	28	6C	4D	  	'e(í(lM 	
         779	    	07:31:53	593.758	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
         780	    	07:31:53	593.872	          0.114		       513	       201	      	  8	27	3B	B1	82	25	44	25	DD	';±Ç%D%›	
         781	    	07:31:53	593.991	          0.119		       513	       201	      	  8	28	A6	29	BD	27	4C	27	A0	(¶)Ω'L'†	
         782	    	07:31:53	594.121	          0.130		       513	       201	      	  8	28	ED	28	0E	26	48	27	6B	(Ì(_&H'k	
         783	    	07:31:53	594.194	          0.073		      1025	       401	      	  3	29	9A	1C	  	  	  	  	  	)ö_     	
         784	    	07:31:53	640.915	         46.721		       257	       101	      	  8	43	BC	00	00	B3	0B	28	87	Cº__≥_(á	
         785	    	07:31:53	641.046	          0.131		       513	       201	      	  8	28	08	27	5F	27	63	29	0B	(_'_'c)_	
         786	    	07:31:53	641.161	          0.115		       513	       201	      	  8	26	16	27	04	26	C0	26	D4	&_'_&¿&‘	
         787	    	07:31:53	641.276	          0.115		       513	       201	      	  8	28	55	28	6D	B2	F9	27	7F	(U(m≤˘'	
         788	    	07:31:53	641.391	          0.115		       513	       201	      	  8	27	2E	26	B8	26	B8	28	EE	'.&∏&∏(Ó	
         789	    	07:31:53	641.521	          0.130		       513	       201	      	  8	25	D5	26	D0	26	51	26	84	%’&–&Q&Ñ	
         790	    	07:31:53	641.636	          0.115		       513	       201	      	  8	28	66	27	E7	AD	E2	28	85	(f'Á≠‚(Ö	
         791	    	07:31:53	641.750	          0.114		       513	       201	      	  8	26	F7	2A	5E	28	96	27	AB	&˜*^(ñ'´	
         792	    	07:31:53	641.867	          0.117		       513	       201	      	  8	27	C0	25	7F	25	2B	25	FF	'¿%%+%ˇ	
         793	    	07:31:53	641.982	          0.115		       513	       201	      	  8	27	73	30	C1	B2	BC	26	D4	's0¡≤º&‘	
         794	    	07:31:53	642.122	          0.140		       513	       201	      	  8	26	EF	29	03	29	CA	27	DE	&Ô)_) 'ﬁ	
         795	    	07:31:53	642.242	          0.120		       513	       201	      	  8	27	A9	25	58	24	43	28	6C	'©%X$C(l	
         796	    	07:31:53	642.351	          0.109		       513	       201	      	  8	27	A1	26	D8	AE	8A	28	93	'°&ÿÆä(ì	
         797	    	07:31:53	642.468	          0.117		       513	       201	      	  8	27	5D	2A	BA	28	FF	28	26	']*∫(ˇ(&	
         798	    	07:31:53	642.583	          0.115		       513	       201	      	  8	28	37	26	CA	26	2D	26	0C	(7& &-&_	
         799	    	07:31:53	642.721	          0.138		       513	       201	      	  8	27	71	2F	F2	B2	9B	26	FD	'q/Ú≤õ&˝	
         800	    	07:31:53	642.840	          0.119		       513	       201	      	  8	26	2B	28	E8	26	F8	27	E0	&+(Ë&¯'‡	
         801	    	07:31:53	642.954	          0.114		       513	       201	      	  8	27	AD	25	65	25	CB	28	88	'≠%e%À(à	
         802	    	07:31:53	643.067	          0.113		       513	       201	      	  8	24	2D	27	5B	B2	9D	26	2D	$-'[≤ù&-	
         803	    	07:31:53	643.181	          0.114		       513	       201	      	  8	26	25	28	AC	27	38	27	46	&%(¨'8'F	
         804	    	07:31:53	643.319	          0.138		       513	       201	      	  8	27	9D	28	70	25	4A	26	64	'ù(p%J&d	
         805	    	07:31:53	643.436	          0.117		       513	       201	      	  8	27	DA	26	E2	B2	70	26	87	'⁄&‚≤p&á	
         806	    	07:31:53	643.552	          0.116		       513	       201	      	  8	26	E2	29	43	29	E8	27	B0	&‚)C)Ë'∞	
         807	    	07:31:53	643.656	          0.104		      1025	       401	      	  7	27	65	28	92	28	6D	35	  	'e(í(m5 	
         808	    	07:31:53	643.771	          0.115		       257	       101	      	  8	43	20	07	09	28	DF	27	B8	C___(ﬂ'∏	
         809	    	07:31:53	643.887	          0.116		       513	       201	      	  8	27	3B	B1	81	25	44	25	E0	';±Å%D%‡	
         810	    	07:31:53	644.075	          0.188		       513	       201	      	  8	28	AB	29	C9	27	62	27	A8	(´)…'b'®	
         811	    	07:31:53	644.134	          0.059		       513	       201	      	  8	28	E1	28	08	26	4B	27	6C	(·(_&K'l	
         812	    	07:31:53	644.207	          0.073		      1025	       401	      	  3	29	99	A7	  	  	  	  	  	)ôß     	
         813	    	07:31:53	690.914	         46.707		       257	       101	      	  8	43	BC	00	00	B3	0B	28	89	Cº__≥_(â	
         814	    	07:31:53	691.044	          0.130		       513	       201	      	  8	28	07	27	5F	27	63	29	0B	(_'_'c)_	
         815	    	07:31:53	691.159	          0.115		       513	       201	      	  8	26	16	27	04	26	BF	26	D4	&_'_&ø&‘	
         816	    	07:31:53	691.274	          0.115		       513	       201	      	  8	28	56	28	6D	B2	F9	27	7F	(V(m≤˘'	
         817	    	07:31:53	691.388	          0.114		       513	       201	      	  8	27	2D	26	B7	26	B8	28	EE	'-&∑&∏(Ó	
         818	    	07:31:53	691.519	          0.131		       513	       201	      	  8	25	D5	26	CF	26	50	26	84	%’&œ&P&Ñ	
