[--] ----------------------------------------------
[--] CANreal Save Frames Header (created)
[--] ----------------------------------------------
[F1] Source:                  	C:\Users\Pi\Desktop\CySkinDLL\CAN_packets.csplog
[F2] Split file series:       	CAN_packets.csplog
[F3] File serial number:      	n/a
[F4] Id-Description file:     	<none>
[F5] Header type:             	0
[F6] Header length:           	2093
[F7] File date:               	26.11.2016
[F8] File time:               	07:33:07
[S1] Hardware:                	1000
[S2] Driver:                  	2609
[S3] Firmware:                	1100
[S5] dll:                     	4808
[S6] Board:                   	CAN_USB2
[S7] status:                  	00000000
[S8] OS:                      	Windows 7 Service Pack 1 (6,1,7601,2,[Service Pack 1])
[S9] CANreal:                 	8.23
[SA] Features:                	0972 (2b Ts Lo St )
[SB] HW Time stamps:          	resolution 1.000 MHz <> 1000.000 nsec (OK)
[SC] Controller:              	LPC,60.0 MHz
[SD] Board serial:            	HI005033
[C1] Net number:              	0
[C2] Baud:                    	1000
[C3] 29-bit-Ids:              	1 - enabled
[T0] Start trigger:           	none
[T1] End   trigger:           	none
[C4] Id-Area:                 	0000-2047 ($000-$7FF)
[C6] Baud details:            	1000.00 kBit/s+0.00% Table-Index[0],TSEG[17/3],SJW[0],FLAGS[0 hex]
[--] ----------------------------------------------
[--] Frame_Number	Trigger	Absolute_Time	Msec	Relative_Time		CAN_Id_dec	CAN_Id_hex	Attributes	Length	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
[--]     Num	Trig	     Abs	Msec	            Rel		     IdDec	     IdHex	Attr	Len	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
        1868	    	07:31:55	492.196	          0.115		       513	       201	      	  8	27	A7	25	5A	24	40	28	6F	'ß%Z$@(o	
        1869	    	07:31:55	492.345	          0.149		       513	       201	      	  8	27	A7	26	D9	AE	89	28	92	'ß&ŸÆâ(í	
        1870	    	07:31:55	492.444	          0.099		       513	       201	      	  8	27	5C	2A	BA	29	00	28	28	'\*∫)_((	
        1871	    	07:31:55	492.545	          0.101		       513	       201	      	  8	28	37	26	CA	26	2D	26	09	(7& &-&_	
        1872	    	07:31:55	492.685	          0.140		       513	       201	      	  8	27	72	2F	F5	B2	9B	26	FB	'r/ı≤õ&˚	
        1873	    	07:31:55	492.797	          0.112		       513	       201	      	  8	26	29	28	E8	26	F5	27	DF	&)(Ë&ı'ﬂ	
        1874	    	07:31:55	492.912	          0.115		       513	       201	      	  8	27	AD	25	68	25	CC	28	89	'≠%h%Ã(â	
        1875	    	07:31:55	493.026	          0.114		       513	       201	      	  8	24	2E	27	5A	B2	9D	26	2C	$.'Z≤ù&,	
        1876	    	07:31:55	493.139	          0.113		       513	       201	      	  8	26	27	28	B1	27	3A	27	47	&'(±':'G	
        1877	    	07:31:55	493.277	          0.138		       513	       201	      	  8	27	9D	28	72	25	4B	26	66	'ù(r%K&f	
        1878	    	07:31:55	493.391	          0.114		       513	       201	      	  8	27	DC	26	E4	B2	71	26	89	'‹&‰≤q&â	
        1879	    	07:31:55	493.506	          0.115		       513	       201	      	  8	26	E2	29	43	29	E8	27	B1	&‚)C)Ë'±	
        1880	    	07:31:55	493.613	          0.107		      1025	       401	      	  7	27	64	28	91	28	6D	7D	  	'd(ë(m} 	
        1881	    	07:31:55	493.728	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
        1882	    	07:31:55	493.842	          0.114		       513	       201	      	  8	27	3B	B1	82	25	44	25	DE	';±Ç%D%ﬁ	
        1883	    	07:31:55	493.977	          0.135		       513	       201	      	  8	28	AA	29	CC	27	63	27	94	(™)Ã'c'î	
        1884	    	07:31:55	494.094	          0.117		       513	       201	      	  8	28	E0	28	08	26	4A	27	6F	(‡(_&J'o	
        1885	    	07:31:55	494.169	          0.075		      1025	       401	      	  3	29	9A	81	  	  	  	  	  	)öÅ     	
        1886	    	07:31:55	540.872	         46.703		       257	       101	      	  8	43	BC	00	00	B3	0A	28	86	Cº__≥_(Ü	
        1887	    	07:31:55	541.003	          0.131		       513	       201	      	  8	28	09	27	5F	27	63	29	0B	(_'_'c)_	
        1888	    	07:31:55	541.119	          0.116		       513	       201	      	  8	26	15	27	04	26	BE	26	D4	&_'_&æ&‘	
        1889	    	07:31:55	541.235	          0.116		       513	       201	      	  8	28	56	28	6E	B2	F9	27	7F	(V(n≤˘'	
        1890	    	07:31:55	541.351	          0.116		       513	       201	      	  8	27	2E	26	B8	26	B9	28	ED	'.&∏&π(Ì	
        1891	    	07:31:55	541.477	          0.126		       513	       201	      	  8	25	D5	26	D0	26	52	26	84	%’&–&R&Ñ	
        1892	    	07:31:55	541.592	          0.115		       513	       201	      	  8	28	67	27	E7	AD	E2	28	86	(g'Á≠‚(Ü	
        1893	    	07:31:55	541.708	          0.116		       513	       201	      	  8	26	F9	2A	5F	28	96	27	AC	&˘*_(ñ'¨	
        1894	    	07:31:55	541.828	          0.120		       513	       201	      	  8	27	C0	25	80	25	2B	26	03	'¿%Ä%+&_	
        1895	    	07:31:55	541.942	          0.114		       513	       201	      	  8	27	73	30	C2	B2	C1	26	CE	's0¬≤¡&Œ	
        1896	    	07:31:55	542.078	          0.136		       513	       201	      	  8	26	EB	28	F5	29	C8	27	DA	&Î(ı)»'⁄	
        1897	    	07:31:55	542.194	          0.116		       513	       201	      	  8	27	A6	25	58	24	40	28	6E	'¶%X$@(n	
        1898	    	07:31:55	542.312	          0.118		       513	       201	      	  8	27	A2	26	DA	AE	8A	28	92	'¢&⁄Æä(í	
        1899	    	07:31:55	542.423	          0.111		       513	       201	      	  8	27	5D	2A	B9	28	FF	28	27	']*π(ˇ('	
        1900	    	07:31:55	542.538	          0.115		       513	       201	      	  8	28	37	26	CA	26	2B	26	07	(7& &+&_	
        1901	    	07:31:55	542.677	          0.139		       513	       201	      	  8	27	72	2F	F2	B2	9B	26	FD	'r/Ú≤õ&˝	
        1902	    	07:31:55	542.792	          0.115		       513	       201	      	  8	26	2C	28	EB	26	FD	27	E3	&,(Î&˝'„	
        1903	    	07:31:55	542.906	          0.114		       513	       201	      	  8	27	B0	25	65	25	CA	28	87	'∞%e% (á	
        1904	    	07:31:55	543.020	          0.114		       513	       201	      	  8	24	2B	27	5A	B2	9E	26	36	$+'Z≤û&6	
        1905	    	07:31:55	543.133	          0.113		       513	       201	      	  8	26	2E	28	B5	27	3B	27	47	&.(µ';'G	
        1906	    	07:31:55	543.247	          0.114		       513	       201	      	  8	27	9D	28	71	25	4A	26	63	'ù(q%J&c	
        1907	    	07:31:55	543.378	          0.131		       513	       201	      	  8	27	DA	26	E2	B2	70	26	88	'⁄&‚≤p&à	
        1908	    	07:31:55	543.494	          0.116		       513	       201	      	  8	26	E2	29	43	29	E8	27	B0	&‚)C)Ë'∞	
        1909	    	07:31:55	543.598	          0.104		      1025	       401	      	  7	27	64	28	92	28	6D	8C	  	'd(í(må 	
        1910	    	07:31:55	543.713	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
        1911	    	07:31:55	543.828	          0.115		       513	       201	      	  8	27	3A	B1	81	25	44	25	E1	':±Å%D%·	
        1912	    	07:31:55	543.941	          0.113		       513	       201	      	  8	28	AC	29	CC	27	62	27	91	(¨)Ã'b'ë	
        1913	    	07:31:55	544.078	          0.137		       513	       201	      	  8	28	E5	28	08	26	49	27	6B	(Â(_&I'k	
        1914	    	07:31:55	544.152	          0.074		      1025	       401	      	  3	29	9A	B0	  	  	  	  	  	)ö∞     	
        1915	    	07:31:55	590.872	         46.720		       257	       101	      	  8	43	BC	00	00	B3	0B	28	86	Cº__≥_(Ü	
        1916	    	07:31:55	591.003	          0.131		       513	       201	      	  8	28	08	27	60	27	64	29	0A	(_'`'d)_	
        1917	    	07:31:55	591.118	          0.115		       513	       201	      	  8	26	16	27	05	26	BE	26	D5	&_'_&æ&’	
        1918	    	07:31:55	591.233	          0.115		       513	       201	      	  8	28	56	28	6E	B2	FA	27	7F	(V(n≤˙'	
        1919	    	07:31:55	591.350	          0.117		       513	       201	      	  8	27	2D	26	B8	26	B8	28	ED	'-&∏&∏(Ì	
        1920	    	07:31:55	591.476	          0.126		       513	       201	      	  8	25	D5	26	D0	26	52	26	84	%’&–&R&Ñ	
        1921	    	07:31:55	591.591	          0.115		       513	       201	      	  8	28	67	27	E7	AD	E2	28	86	(g'Á≠‚(Ü	
        1922	    	07:31:55	591.705	          0.114		       513	       201	      	  8	26	F9	2A	5D	28	97	27	AB	&˘*](ó'´	
        1923	    	07:31:55	591.822	          0.117		       513	       201	      	  8	27	C1	25	80	25	2B	26	02	'¡%Ä%+&_	
        1924	    	07:31:55	591.938	          0.116		       513	       201	      	  8	27	73	30	C0	B2	C1	26	D1	's0¿≤¡&—	
        1925	    	07:31:55	592.076	          0.138		       513	       201	      	  8	26	EF	28	EC	29	BC	27	D6	&Ô(Ï)º'÷	
        1926	    	07:31:55	592.191	          0.115		       513	       201	      	  8	27	A8	25	58	24	42	28	6D	'®%X$B(m	
        1927	    	07:31:55	592.313	          0.122		       513	       201	      	  8	27	A1	26	D3	AE	8A	28	93	'°&”Æä(ì	
        1928	    	07:31:55	592.422	          0.109		       513	       201	      	  8	27	5C	2A	B8	28	FF	28	27	'\*∏(ˇ('	
        1929	    	07:31:55	592.538	          0.116		       513	       201	      	  8	28	37	26	C9	26	2D	26	0A	(7&…&-&_	
        1930	    	07:31:55	592.678	          0.140		       513	       201	      	  8	27	72	2F	F3	B2	98	26	FE	'r/Û≤ò&˛	
        1931	    	07:31:55	592.792	          0.114		       513	       201	      	  8	26	2A	28	EA	26	F7	27	D9	&*(Í&˜'Ÿ	
        1932	    	07:31:55	592.907	          0.115		       513	       201	      	  8	27	A5	25	63	25	CB	28	88	'•%c%À(à	
        1933	    	07:31:55	593.022	          0.115		       513	       201	      	  8	24	2D	27	5B	B2	9D	26	2F	$-'[≤ù&/	
        1934	    	07:31:55	593.135	          0.113		       513	       201	      	  8	26	2B	28	B5	27	3C	27	45	&+(µ'<'E	
        1935	    	07:31:55	593.278	          0.143		       513	       201	      	  8	27	9C	28	70	25	4A	26	65	'ú(p%J&e	
        1936	    	07:31:55	593.393	          0.115		       513	       201	      	  8	27	DC	26	E2	B2	70	26	88	'‹&‚≤p&à	
        1937	    	07:31:55	593.508	          0.115		       513	       201	      	  8	26	E2	29	43	29	E8	27	B1	&‚)C)Ë'±	
        1938	    	07:31:55	593.612	          0.104		      1025	       401	      	  7	27	64	28	91	28	6E	5C	  	'd(ë(n\ 	
        1939	    	07:31:55	593.727	          0.115		       257	       101	      	  8	43	20	07	09	28	DF	27	B8	C___(ﬂ'∏	
        1940	    	07:31:55	593.842	          0.115		       513	       201	      	  8	27	3B	B1	82	25	44	25	E0	';±Ç%D%‡	
        1941	    	07:31:55	593.974	          0.132		       513	       201	      	  8	28	A7	29	B9	27	4C	27	9B	(ß)π'L'õ	
        1942	    	07:31:55	594.088	          0.114		       513	       201	      	  8	28	E4	28	0A	26	4B	27	6B	(‰(_&K'k	
        1943	    	07:31:55	594.162	          0.074		      1025	       401	      	  3	29	99	3A	  	  	  	  	  	)ô:     	
        1944	    	07:31:55	640.871	         46.709		       257	       101	      	  8	43	BC	00	00	B3	0B	28	8A	Cº__≥_(ä	
        1945	    	07:31:55	641.003	          0.132		       513	       201	      	  8	28	07	27	60	27	63	29	0B	(_'`'c)_	
        1946	    	07:31:55	641.119	          0.116		       513	       201	      	  8	26	16	27	04	26	BE	26	D5	&_'_&æ&’	
        1947	    	07:31:55	641.233	          0.114		       513	       201	      	  8	28	56	28	6E	B2	F7	27	80	(V(n≤˜'Ä	
        1948	    	07:31:55	641.348	          0.115		       513	       201	      	  8	27	2D	26	B8	26	B9	28	ED	'-&∏&π(Ì	
        1949	    	07:31:55	641.475	          0.127		       513	       201	      	  8	25	D5	26	D0	26	52	26	85	%’&–&R&Ö	
        1950	    	07:31:55	641.590	          0.115		       513	       201	      	  8	28	66	27	E7	AD	E0	28	86	(f'Á≠‡(Ü	
        1951	    	07:31:55	641.706	          0.116		       513	       201	      	  8	26	FA	2A	5E	28	96	27	AB	&˙*^(ñ'´	
        1952	    	07:31:55	641.823	          0.117		       513	       201	      	  8	27	C0	25	80	25	2B	26	02	'¿%Ä%+&_	
        1953	    	07:31:55	641.940	          0.117		       513	       201	      	  8	27	73	30	C1	B2	BB	26	C7	's0¡≤ª&«	
        1954	    	07:31:55	642.077	          0.137		       513	       201	      	  8	26	DD	28	EF	29	B5	27	D7	&›(Ô)µ'◊	
        1955	    	07:31:55	642.193	          0.116		       513	       201	      	  8	27	A6	25	58	24	41	28	70	'¶%X$A(p	
        1956	    	07:31:55	642.306	          0.113		       513	       201	      	  8	27	A2	26	D4	AE	8A	28	94	'¢&‘Æä(î	
        1957	    	07:31:55	642.423	          0.117		       513	       201	      	  8	27	5E	2A	B9	29	00	28	28	'^*π)_((	
        1958	    	07:31:55	642.538	          0.115		       513	       201	      	  8	28	37	26	CB	26	2C	26	0A	(7&À&,&_	
        1959	    	07:31:55	642.676	          0.138		       513	       201	      	  8	27	72	2F	F4	B2	9C	26	FD	'r/Ù≤ú&˝	
        1960	    	07:31:55	642.792	          0.116		       513	       201	      	  8	26	27	28	E9	26	F7	27	DF	&'(È&˜'ﬂ	
        1961	    	07:31:55	642.906	          0.114		       513	       201	      	  8	27	AE	25	68	25	CB	28	89	'Æ%h%À(â	
        1962	    	07:31:55	643.020	          0.114		       513	       201	      	  8	24	2E	27	5B	B2	9D	26	2D	$.'[≤ù&-	
        1963	    	07:31:55	643.133	          0.113		       513	       201	      	  8	26	23	28	AD	27	36	27	46	&#(≠'6'F	
        1964	    	07:31:55	643.247	          0.114		       513	       201	      	  8	27	9D	28	72	25	4B	26	66	'ù(r%K&f	
        1965	    	07:31:55	643.377	          0.130		       513	       201	      	  8	27	DC	26	E3	B2	70	26	88	'‹&„≤p&à	
        1966	    	07:31:55	643.492	          0.115		       513	       201	      	  8	26	E2	29	42	29	E9	27	B0	&‚)B)È'∞	
        1967	    	07:31:55	643.597	          0.105		      1025	       401	      	  7	27	64	28	92	28	6C	B6	  	'd(í(l∂ 	
        1968	    	07:31:55	643.712	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
        1969	    	07:31:55	643.828	          0.116		       513	       201	      	  8	27	3B	B1	82	25	42	25	DD	';±Ç%B%›	
        1970	    	07:31:55	643.941	          0.113		       513	       201	      	  8	28	A6	29	B9	27	4D	27	92	(¶)π'M'í	
        1971	    	07:31:55	644.075	          0.134		       513	       201	      	  8	28	E6	28	0B	26	49	27	6B	(Ê(_&I'k	
        1972	    	07:31:55	644.149	          0.074		      1025	       401	      	  3	29	9A	66	  	  	  	  	  	)öf     	
        1973	    	07:31:55	690.871	         46.722		       257	       101	      	  8	43	BC	00	00	B3	0B	28	88	Cº__≥_(à	
        1974	    	07:31:55	691.001	          0.130		       513	       201	      	  8	28	08	27	60	27	63	29	0A	(_'`'c)_	
        1975	    	07:31:55	691.117	          0.116		       513	       201	      	  8	26	16	27	05	26	BE	26	D4	&_'_&æ&‘	
        1976	    	07:31:55	691.233	          0.116		       513	       201	      	  8	28	56	28	6D	B2	FA	27	80	(V(m≤˙'Ä	
        1977	    	07:31:55	691.348	          0.115		       513	       201	      	  8	27	2E	26	B8	26	B8	28	EE	'.&∏&∏(Ó	
        1978	    	07:31:55	691.474	          0.126		       513	       201	      	  8	25	D5	26	D0	26	52	26	85	%’&–&R&Ö	
        1979	    	07:31:55	691.589	          0.115		       513	       201	      	  8	28	66	27	E8	AD	E2	28	87	(f'Ë≠‚(á	
        1980	    	07:31:55	691.704	          0.115		       513	       201	      	  8	26	FA	2A	5E	28	96	27	AB	&˙*^(ñ'´	
        1981	    	07:31:55	691.820	          0.116		       513	       201	      	  8	27	BF	25	81	25	2B	26	01	'ø%Å%+&_	
        1982	    	07:31:55	691.942	          0.122		       513	       201	      	  8	27	74	30	C1	B2	BE	26	D0	't0¡≤æ&–	
        1983	    	07:31:55	692.073	          0.131		       513	       201	      	  8	26	ED	28	EC	29	B6	27	D8	&Ì(Ï)∂'ÿ	
        1984	    	07:31:55	692.192	          0.119		       513	       201	      	  8	27	A7	25	5A	24	42	28	6F	'ß%Z$B(o	
        1985	    	07:31:55	692.302	          0.110		       513	       201	      	  8	27	A4	26	D9	AE	88	28	94	'§&ŸÆà(î	
        1986	    	07:31:55	692.418	          0.116		       513	       201	      	  8	27	5B	2A	B7	28	FF	28	27	'[*∑(ˇ('	
        1987	    	07:31:55	692.534	          0.116		       513	       201	      	  8	28	37	26	CB	26	2E	26	08	(7&À&.&_	
        1988	    	07:31:55	692.650	          0.116		       513	       201	      	  8	27	71	2F	F4	B2	9A	26	FD	'q/Ù≤ö&˝	
        1989	    	07:31:55	692.774	          0.124		       513	       201	      	  8	26	29	28	E9	26	FC	27	E2	&)(È&¸'‚	
        1990	    	07:31:55	692.888	          0.114		       513	       201	      	  8	27	B0	25	69	25	CD	28	89	'∞%i%Õ(â	
        1991	    	07:31:55	693.002	          0.114		       513	       201	      	  8	24	2E	27	5A	B2	9E	26	2D	$.'Z≤û&-	
        1992	    	07:31:55	693.117	          0.115		       513	       201	      	  8	26	23	28	AD	27	3A	27	47	&#(≠':'G	
        1993	    	07:31:55	693.230	          0.113		       513	       201	      	  8	27	9E	28	72	25	4B	26	66	'û(r%K&f	
        1994	    	07:31:55	693.345	          0.115		       513	       201	      	  8	27	DC	26	E2	B2	71	26	88	'‹&‚≤q&à	
        1995	    	07:31:55	693.475	          0.130		       513	       201	      	  8	26	E2	29	43	29	E8	27	B1	&‚)C)Ë'±	
        1996	    	07:31:55	693.579	          0.104		      1025	       401	      	  7	27	65	28	91	28	6C	E9	  	'e(ë(lÈ 	
        1997	    	07:31:55	693.694	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
        1998	    	07:31:55	693.817	          0.123		       513	       201	      	  8	27	3B	B1	82	25	43	25	E1	';±Ç%C%·	
        1999	    	07:31:55	693.922	          0.105		       513	       201	      	  8	28	AB	29	B9	27	4B	27	91	(´)π'K'ë	
        2000	    	07:31:55	694.037	          0.115		       513	       201	      	  8	28	E5	28	09	26	49	27	6B	(Â(_&I'k	
        2001	    	07:31:55	694.127	          0.090		      1025	       401	      	  3	29	9A	B0	  	  	  	  	  	)ö∞     	
        2002	    	07:31:55	740.870	         46.743		       257	       101	      	  8	43	BC	00	00	B3	0B	28	88	Cº__≥_(à	
        2003	    	07:31:55	741.000	          0.130		       513	       201	      	  8	28	09	27	5F	27	63	29	0B	(_'_'c)_	
        2004	    	07:31:55	741.116	          0.116		       513	       201	      	  8	26	16	27	04	26	BE	26	D5	&_'_&æ&’	
        2005	    	07:31:55	741.234	          0.118		       513	       201	      	  8	28	56	28	6E	B2	F8	27	7F	(V(n≤¯'	
        2006	    	07:31:55	741.349	          0.115		       513	       201	      	  8	27	2D	26	B8	26	B8	28	EE	'-&∏&∏(Ó	
        2007	    	07:31:55	741.473	          0.124		       513	       201	      	  8	25	D5	26	D0	26	52	26	84	%’&–&R&Ñ	
        2008	    	07:31:55	741.588	          0.115		       513	       201	      	  8	28	66	27	E7	AD	E1	28	87	(f'Á≠·(á	
        2009	    	07:31:55	741.703	          0.115		       513	       201	      	  8	26	FA	2A	5F	28	96	27	AB	&˙*_(ñ'´	
        2010	    	07:31:55	741.821	          0.118		       513	       201	      	  8	27	C0	25	80	25	2C	26	02	'¿%Ä%,&_	
        2011	    	07:31:55	741.944	          0.123		       513	       201	      	  8	27	73	30	C0	B2	BF	26	C1	's0¿≤ø&¡	
        2012	    	07:31:55	742.073	          0.129		       513	       201	      	  8	26	DC	28	EC	29	BD	27	D7	&‹(Ï)Ω'◊	
        2013	    	07:31:55	742.194	          0.121		       513	       201	      	  8	27	A8	25	5A	24	41	28	6E	'®%Z$A(n	
        2014	    	07:31:55	742.305	          0.111		       513	       201	      	  8	27	A1	26	DA	AE	87	28	95	'°&⁄Æá(ï	
        2015	    	07:31:55	742.421	          0.116		       513	       201	      	  8	27	5C	2A	BA	29	00	28	27	'\*∫)_('	
        2016	    	07:31:55	742.536	          0.115		       513	       201	      	  8	28	36	26	CA	26	2F	26	09	(6& &/&_	
        2017	    	07:31:55	742.676	          0.140		       513	       201	      	  8	27	73	2F	F4	B2	9B	26	FB	's/Ù≤õ&˚	
        2018	    	07:31:55	742.791	          0.115		       513	       201	      	  8	26	29	28	E7	26	F2	27	D6	&)(Á&Ú'÷	
        2019	    	07:31:55	742.905	          0.114		       513	       201	      	  8	27	A8	25	63	25	CC	28	89	'®%c%Ã(â	
        2020	    	07:31:55	743.019	          0.114		       513	       201	      	  8	24	2D	27	59	B2	9D	26	2C	$-'Y≤ù&,	
        2021	    	07:31:55	743.132	          0.113		       513	       201	      	  8	26	21	28	AD	27	34	27	45	&!(≠'4'E	
        2022	    	07:31:55	743.273	          0.141		       513	       201	      	  8	27	9C	28	71	25	4B	26	66	'ú(q%K&f	
        2023	    	07:31:55	743.389	          0.116		       513	       201	      	  8	27	DB	26	E1	B2	70	26	87	'€&·≤p&á	
        2024	    	07:31:55	743.504	          0.115		       513	       201	      	  8	26	E2	29	43	29	E8	27	B1	&‚)C)Ë'±	
        2025	    	07:31:55	743.609	          0.105		      1025	       401	      	  7	27	65	28	92	28	6D	29	  	'e(í(m) 	
        2026	    	07:31:55	743.736	          0.127		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
        2027	    	07:31:55	743.838	          0.102		       513	       201	      	  8	27	3B	B1	83	25	44	25	DD	';±É%D%›	
        2028	    	07:31:55	743.972	          0.134		       513	       201	      	  8	28	A7	29	B9	27	4C	27	95	(ß)π'L'ï	
        2029	    	07:31:55	744.085	          0.113		       513	       201	      	  8	28	EC	28	07	26	4C	27	6B	(Ï(_&L'k	
        2030	    	07:31:55	744.160	          0.075		      1025	       401	      	  3	29	9B	C8	  	  	  	  	  	)õ»     	
        2031	    	07:31:55	790.868	         46.708		       257	       101	      	  8	43	BC	00	00	B3	0B	28	87	Cº__≥_(á	
        2032	    	07:31:55	790.997	          0.129		       513	       201	      	  8	28	07	27	60	27	63	29	0A	(_'`'c)_	
        2033	    	07:31:55	791.114	          0.117		       513	       201	      	  8	26	16	27	02	26	BE	26	D4	&_'_&æ&‘	
        2034	    	07:31:55	791.229	          0.115		       513	       201	      	  8	28	56	28	6E	B2	FA	27	7F	(V(n≤˙'	
        2035	    	07:31:55	791.346	          0.117		       513	       201	      	  8	27	2D	26	B8	26	B8	28	ED	'-&∏&∏(Ì	
        2036	    	07:31:55	791.472	          0.126		       513	       201	      	  8	25	D5	26	D0	26	52	26	84	%’&–&R&Ñ	
        2037	    	07:31:55	791.586	          0.114		       513	       201	      	  8	28	67	27	E7	AD	E1	28	87	(g'Á≠·(á	
        2038	    	07:31:55	791.702	          0.116		       513	       201	      	  8	26	F8	2A	5E	28	96	27	AB	&¯*^(ñ'´	
        2039	    	07:31:55	791.821	          0.119		       513	       201	      	  8	27	BF	25	81	25	2B	26	02	'ø%Å%+&_	
        2040	    	07:31:55	791.932	          0.111		       513	       201	      	  8	27	74	30	C2	B2	BA	26	D2	't0¬≤∫&“	
        2041	    	07:31:55	792.072	          0.140		       513	       201	      	  8	26	DE	28	EC	29	C7	27	DC	&ﬁ(Ï)«'‹	
        2042	    	07:31:55	792.196	          0.124		       513	       201	      	  8	27	AB	25	5C	24	41	28	70	'´%\$A(p	
        2043	    	07:31:55	792.300	          0.104		       513	       201	      	  8	27	A2	26	D9	AE	8A	28	93	'¢&ŸÆä(ì	
        2044	    	07:31:55	792.416	          0.116		       513	       201	      	  8	27	5D	2A	B7	29	01	28	28	']*∑)_((	
        2045	    	07:31:55	792.531	          0.115		       513	       201	      	  8	28	36	26	CA	26	2E	26	0A	(6& &.&_	
        2046	    	07:31:55	792.648	          0.117		       513	       201	      	  8	27	71	2F	F4	B2	9D	26	FC	'q/Ù≤ù&¸	
        2047	    	07:31:55	792.773	          0.125		       513	       201	      	  8	26	29	28	E8	26	F2	27	D7	&)(Ë&Ú'◊	
        2048	    	07:31:55	792.886	          0.113		       513	       201	      	  8	27	A4	25	5E	25	C7	28	87	'§%^%«(á	
        2049	    	07:31:55	792.999	          0.113		       513	       201	      	  8	24	2B	27	5B	B2	9D	26	2C	$+'[≤ù&,	
        2050	    	07:31:55	793.112	          0.113		       513	       201	      	  8	26	23	28	AB	27	33	27	44	&#(´'3'D	
        2051	    	07:31:55	793.225	          0.113		       513	       201	      	  8	27	9C	28	6F	25	49	26	62	'ú(o%I&b	
        2052	    	07:31:55	793.341	          0.116		       513	       201	      	  8	27	D9	26	E1	B2	70	26	88	'Ÿ&·≤p&à	
        2053	    	07:31:55	793.472	          0.131		       513	       201	      	  8	26	E1	29	43	29	E8	27	B0	&·)C)Ë'∞	
        2054	    	07:31:55	793.577	          0.105		      1025	       401	      	  7	27	64	28	92	28	6D	A7	  	'd(í(mß 	
        2055	    	07:31:55	793.696	          0.119		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
        2056	    	07:31:55	793.805	          0.109		       513	       201	      	  8	27	3B	B1	84	25	44	25	DD	';±Ñ%D%›	
        2057	    	07:31:55	793.918	          0.113		       513	       201	      	  8	28	A7	29	CB	27	5C	27	A6	(ß)À'\'¶	
        2058	    	07:31:55	794.032	          0.114		       513	       201	      	  8	28	F3	28	09	26	49	27	6D	(Û(_&I'm	
        2059	    	07:31:55	794.125	          0.093		      1025	       401	      	  3	29	9A	7E	  	  	  	  	  	)ö~     	
        2060	    	07:31:55	840.865	         46.740		       257	       101	      	  8	43	BC	00	00	B3	0D	28	88	Cº__≥_(à	
        2061	    	07:31:55	840.998	          0.133		       513	       201	      	  8	28	06	27	5F	27	63	29	0A	(_'_'c)_	
        2062	    	07:31:55	841.115	          0.117		       513	       201	      	  8	26	16	27	04	26	BE	26	D5	&_'_&æ&’	
        2063	    	07:31:55	841.232	          0.117		       513	       201	      	  8	28	56	28	6E	B2	F9	27	80	(V(n≤˘'Ä	
        2064	    	07:31:55	841.347	          0.115		       513	       201	      	  8	27	2D	26	B8	26	B9	28	ED	'-&∏&π(Ì	
        2065	    	07:31:55	841.469	          0.122		       513	       201	      	  8	25	D5	26	D0	26	51	26	85	%’&–&Q&Ö	
        2066	    	07:31:55	841.585	          0.116		       513	       201	      	  8	28	66	27	E7	AD	E0	28	87	(f'Á≠‡(á	
        2067	    	07:31:55	841.700	          0.115		       513	       201	      	  8	26	FB	2A	5F	28	96	27	AB	&˚*_(ñ'´	
        2068	    	07:31:55	841.822	          0.122		       513	       201	      	  8	27	BF	25	81	25	2C	26	04	'ø%Å%,&_	
        2069	    	07:31:55	841.931	          0.109		       513	       201	      	  8	27	74	30	C0	B2	BF	26	CE	't0¿≤ø&Œ	
        2070	    	07:31:55	842.072	          0.141		       513	       201	      	  8	26	F2	28	EE	29	BC	27	D8	&Ú(Ó)º'ÿ	
        2071	    	07:31:55	842.183	          0.111		       513	       201	      	  8	27	AB	25	5C	24	43	28	6E	'´%\$C(n	
        2072	    	07:31:55	842.299	          0.116		       513	       201	      	  8	27	A8	26	D9	AE	8B	28	93	'®&ŸÆã(ì	
        2073	    	07:31:55	842.416	          0.117		       513	       201	      	  8	27	5C	2A	B9	29	00	28	27	'\*π)_('	
        2074	    	07:31:55	842.532	          0.116		       513	       201	      	  8	28	37	26	CA	26	2D	26	09	(7& &-&_	
        2075	    	07:31:55	842.671	          0.139		       513	       201	      	  8	27	72	2F	F5	B2	99	26	FA	'r/ı≤ô&˙	
        2076	    	07:31:55	842.786	          0.115		       513	       201	      	  8	26	29	28	E7	26	F3	27	D8	&)(Á&Û'ÿ	
